id,ili,wikidata
ewn-01570935-n,i43516,http://www.wikidata.org/entity/Q922772
ewn-01571361-n,i43518,http://www.wikidata.org/entity/Q1586243
ewn-01571533-n,i43519,http://www.wikidata.org/entity/Q21962227
ewn-01571701-n,i43520,http://www.wikidata.org/entity/Q1410964
ewn-01571903-n,i43521,http://www.wikidata.org/entity/Q4820225
ewn-01572064-n,i43522,http://www.wikidata.org/entity/Q2192309
ewn-01572207-n,i43523,http://www.wikidata.org/entity/Q27075924
ewn-01572612-n,i43526,http://www.wikidata.org/entity/Q787047
ewn-01572753-n,i43527,http://www.wikidata.org/entity/Q3207233
ewn-01573317-n,i43531,http://www.wikidata.org/entity/Q923089
ewn-01573480-n,i43532,http://www.wikidata.org/entity/Q281555
ewn-01573767-n,i43534,http://www.wikidata.org/entity/Q179333
ewn-01574051-n,i43536,http://www.wikidata.org/entity/Q1080561
ewn-01574219-n,i43537,http://www.wikidata.org/entity/Q21953137
ewn-01574545-n,i43538,http://www.wikidata.org/entity/Q1424573
ewn-01575130-n,i43541,http://www.wikidata.org/entity/Q805774
ewn-01575295-n,i43542,http://www.wikidata.org/entity/Q851912
ewn-01575423-n,i43543,http://www.wikidata.org/entity/Q1586976
ewn-01575551-n,i43544,http://www.wikidata.org/entity/Q1431050
ewn-01575715-n,i43545,http://www.wikidata.org/entity/Q48995566
ewn-01575881-n,i43546,http://www.wikidata.org/entity/Q1589550
ewn-01576001-n,i43547,http://www.wikidata.org/entity/Q1368136
ewn-01576268-n,i43549,http://www.wikidata.org/entity/Q599898
ewn-01576539-n,i43551,http://www.wikidata.org/entity/Q591831
ewn-01576686-n,i43552,http://www.wikidata.org/entity/Q7012609
ewn-01577031-n,i43554,http://www.wikidata.org/entity/Q5591654
ewn-01577201-n,i43555,http://www.wikidata.org/entity/Q1424486
ewn-01577312-n,i43556,http://www.wikidata.org/entity/Q2584697
ewn-01577442-n,i43557,http://www.wikidata.org/entity/Q1314688
ewn-01577638-n,i43558,http://www.wikidata.org/entity/Q1137414
ewn-01577911-n,i43560,http://www.wikidata.org/entity/Q2003332
ewn-01578042-n,i43561,http://www.wikidata.org/entity/Q754043
ewn-01578218-n,i43562,http://www.wikidata.org/entity/Q202955
ewn-01578582-n,i43564,http://www.wikidata.org/entity/Q2090536
ewn-01578717-n,i43565,http://www.wikidata.org/entity/Q25388
ewn-01579336-n,i43569,http://www.wikidata.org/entity/Q185237
ewn-01579504-n,i43570,http://www.wikidata.org/entity/Q333842
ewn-01579676-n,i43571,http://www.wikidata.org/entity/Q25469
ewn-01580099-n,i43573,http://www.wikidata.org/entity/Q231297
ewn-01580300-n,i43574,http://www.wikidata.org/entity/Q3295314
ewn-01580459-n,i43575,http://www.wikidata.org/entity/Q136358
ewn-01580582-n,i43576,http://www.wikidata.org/entity/Q116667
ewn-01580821-n,i43578,http://www.wikidata.org/entity/Q337416
ewn-01580982-n,i43579,http://www.wikidata.org/entity/Q25565
ewn-01581462-n,i43581,http://www.wikidata.org/entity/Q43365
ewn-01581669-n,i43582,http://www.wikidata.org/entity/Q388450
ewn-01581790-n,i43583,http://www.wikidata.org/entity/Q267735
ewn-01581901-n,i43584,http://www.wikidata.org/entity/Q25357
ewn-01582051-n,i43585,http://www.wikidata.org/entity/Q19798991
ewn-01582219-n,i43586,http://www.wikidata.org/entity/Q25394
ewn-01582370-n,i43587,http://www.wikidata.org/entity/Q1971364
ewn-01582718-n,i43589,http://www.wikidata.org/entity/Q10968813
ewn-01582866-n,i43590,http://www.wikidata.org/entity/Q311248
ewn-01583285-n,i43593,http://www.wikidata.org/entity/Q826027
ewn-01583511-n,i43595,http://www.wikidata.org/entity/Q199758
ewn-01583682-n,i43596,http://www.wikidata.org/entity/Q953996
ewn-01583807-n,i43597,http://www.wikidata.org/entity/Q80858
ewn-01584371-n,i43600,http://www.wikidata.org/entity/Q184820
ewn-01584625-n,i43602,http://www.wikidata.org/entity/Q1142785
ewn-01584861-n,i43604,http://www.wikidata.org/entity/Q2495957
ewn-01585039-n,i43605,http://www.wikidata.org/entity/Q25307
ewn-01585266-n,i43607,http://www.wikidata.org/entity/Q1975486
ewn-01585497-n,i43608,http://www.wikidata.org/entity/Q1140949
ewn-01585850-n,i43610,http://www.wikidata.org/entity/Q60520032
ewn-01586136-n,i43612,http://www.wikidata.org/entity/Q2136293
ewn-01586469-n,i43614,http://www.wikidata.org/entity/Q1588876
ewn-01586645-n,i43615,http://www.wikidata.org/entity/Q208304
ewn-01586866-n,i43616,http://www.wikidata.org/entity/Q1379530
ewn-01587336-n,i43618,http://www.wikidata.org/entity/Q25740
ewn-01587494-n,i43619,http://www.wikidata.org/entity/Q524799
ewn-01587635-n,i43620,http://www.wikidata.org/entity/Q867629
ewn-01588063-n,i43623,http://www.wikidata.org/entity/Q22575825
ewn-01588661-n,i43627,http://www.wikidata.org/entity/Q1585636
ewn-01588811-n,i43628,http://www.wikidata.org/entity/Q857905
ewn-01589015-n,i43629,http://www.wikidata.org/entity/Q969006
ewn-01589182-n,i43630,http://www.wikidata.org/entity/Q753221
ewn-01589432-n,i43631,http://www.wikidata.org/entity/Q2498241
ewn-01589582-n,i43632,http://www.wikidata.org/entity/Q720541
ewn-01589789-n,i43633,http://www.wikidata.org/entity/Q2165737
ewn-01589919-n,i43634,http://www.wikidata.org/entity/Q1587047
ewn-01590167-n,i43636,http://www.wikidata.org/entity/Q5051620
ewn-01590475-n,i43638,http://www.wikidata.org/entity/Q7797138
ewn-01590643-n,i43639,http://www.wikidata.org/entity/Q928134
ewn-01591072-n,i43641,http://www.wikidata.org/entity/Q537702
ewn-01591366-n,i43643,http://www.wikidata.org/entity/Q935880
ewn-01591637-n,i43645,http://www.wikidata.org/entity/Q646366
ewn-01591927-n,i43647,http://www.wikidata.org/entity/Q193593
ewn-01592223-n,i43648,http://www.wikidata.org/entity/Q1991437
ewn-01592359-n,i43649,http://www.wikidata.org/entity/Q490294
ewn-01593084-n,i43653,http://www.wikidata.org/entity/Q205857
ewn-01593224-n,i43654,http://www.wikidata.org/entity/Q14880
ewn-01593764-n,i43657,http://www.wikidata.org/entity/Q597684
ewn-01593942-n,i43658,http://www.wikidata.org/entity/Q379240
ewn-01594338-n,i43660,http://www.wikidata.org/entity/Q168473
ewn-01594551-n,i43661,http://www.wikidata.org/entity/Q719380
ewn-01594725-n,i43662,http://www.wikidata.org/entity/Q17053748
ewn-01594898-n,i43663,http://www.wikidata.org/entity/Q282687
ewn-01595028-n,i43664,http://www.wikidata.org/entity/Q738534
ewn-01595181-n,i43665,http://www.wikidata.org/entity/Q1079441
ewn-01595335-n,i43666,http://www.wikidata.org/entity/Q139526
ewn-01595669-n,i43668,http://www.wikidata.org/entity/Q473939
ewn-01595923-n,i43670,http://www.wikidata.org/entity/Q1048896
ewn-01596194-n,i43672,http://www.wikidata.org/entity/Q1300274
ewn-01596346-n,i43673,http://www.wikidata.org/entity/Q3154331
ewn-01596798-n,i43676,http://www.wikidata.org/entity/Q39861
ewn-01597013-n,i43677,http://www.wikidata.org/entity/Q25429
ewn-01597252-n,i43678,http://www.wikidata.org/entity/Q28135
ewn-01597609-n,i43680,http://www.wikidata.org/entity/Q1591775
ewn-01597809-n,i43681,http://www.wikidata.org/entity/Q2668013
ewn-01598091-n,i43683,http://www.wikidata.org/entity/Q922192
ewn-01598482-n,i43685,http://www.wikidata.org/entity/Q310857
ewn-01598615-n,i43686,http://www.wikidata.org/entity/Q26055
ewn-01598914-n,i43688,http://www.wikidata.org/entity/Q25909
ewn-01599249-n,i43690,http://www.wikidata.org/entity/Q1062485
ewn-01599528-n,i43692,http://www.wikidata.org/entity/Q2483684
ewn-01599977-n,i43695,http://www.wikidata.org/entity/Q22340911
ewn-01600378-n,i43697,http://www.wikidata.org/entity/Q1193366
ewn-01600547-n,i43698,http://www.wikidata.org/entity/Q384342
ewn-01600715-n,i43699,http://www.wikidata.org/entity/Q1078246
ewn-01600912-n,i43700,http://www.wikidata.org/entity/Q3389102
ewn-01601229-n,i43702,http://www.wikidata.org/entity/Q171052
ewn-01601461-n,i43703,http://www.wikidata.org/entity/Q754657
ewn-01602197-n,i43708,http://www.wikidata.org/entity/Q430863
ewn-01602726-n,i43711,http://www.wikidata.org/entity/Q833811
ewn-01603121-n,i43714,http://www.wikidata.org/entity/Q215603
ewn-01603709-n,i43717,http://www.wikidata.org/entity/Q585670
ewn-01603909-n,i43718,http://www.wikidata.org/entity/Q860867
ewn-01604051-n,i43719,http://www.wikidata.org/entity/Q1077705
ewn-01604335-n,i43721,http://www.wikidata.org/entity/Q15631675
ewn-01604850-n,i43724,http://www.wikidata.org/entity/Q912010
ewn-01604994-n,i43725,http://www.wikidata.org/entity/Q748220
ewn-01605271-n,i43727,http://www.wikidata.org/entity/Q259857
ewn-01605473-n,i43728,http://www.wikidata.org/entity/Q582976
ewn-01605793-n,i43730,http://www.wikidata.org/entity/Q1586476
ewn-01606241-n,i43733,http://www.wikidata.org/entity/Q208940
ewn-01606453-n,i43734,http://www.wikidata.org/entity/Q184314
ewn-01606594-n,i43735,http://www.wikidata.org/entity/Q26135
ewn-01606971-n,i43737,http://www.wikidata.org/entity/Q48428
ewn-01607266-n,i43738,http://www.wikidata.org/entity/Q25370
ewn-01607609-n,i43739,http://www.wikidata.org/entity/Q21736
ewn-01607760-n,i43740,http://www.wikidata.org/entity/Q25510
ewn-01608271-n,i43741,http://www.wikidata.org/entity/Q22662080
ewn-01608738-n,i43742,http://www.wikidata.org/entity/Q43489
ewn-01608976-n,i43744,http://www.wikidata.org/entity/Q188737
ewn-01609163-n,i43745,http://www.wikidata.org/entity/Q25353
ewn-01609313-n,i43746,http://www.wikidata.org/entity/Q3589095
ewn-01609450-n,i43747,http://www.wikidata.org/entity/Q862896
ewn-01609744-n,i43749,http://www.wikidata.org/entity/Q235152
ewn-01609950-n,i43750,http://www.wikidata.org/entity/Q25385
ewn-01610070-n,i43751,http://www.wikidata.org/entity/Q457471
ewn-01610241-n,i43752,http://www.wikidata.org/entity/Q26407
ewn-01610453-n,i43753,http://www.wikidata.org/entity/Q1052043
ewn-01610727-n,i43755,http://www.wikidata.org/entity/Q6377551
ewn-01611073-n,i43757,http://www.wikidata.org/entity/Q208342
ewn-01611326-n,i43758,http://www.wikidata.org/entity/Q600204
ewn-01611455-n,i43759,http://www.wikidata.org/entity/Q80362
ewn-01611575-n,i43760,http://www.wikidata.org/entity/Q430540
ewn-01611877-n,i43762,http://www.wikidata.org/entity/Q988641
ewn-01612032-n,i43763,http://www.wikidata.org/entity/Q693593
ewn-01612392-n,i43765,http://www.wikidata.org/entity/Q3325926
ewn-01612597-n,i43766,http://www.wikidata.org/entity/Q14706270
ewn-01612741-n,i43767,http://www.wikidata.org/entity/Q26574
ewn-01612867-n,i43768,http://www.wikidata.org/entity/Q25572
ewn-01613193-n,i43770,http://www.wikidata.org/entity/Q170251
ewn-01613399-n,i43771,http://www.wikidata.org/entity/Q21744
ewn-01614113-n,i43774,http://www.wikidata.org/entity/Q30535
ewn-01614441-n,i43776,http://www.wikidata.org/entity/Q177688
ewn-01614610-n,i43777,http://www.wikidata.org/entity/Q2488588
ewn-01614763-n,i43778,http://www.wikidata.org/entity/Q651545
ewn-01614916-n,i43779,http://www.wikidata.org/entity/Q131918
ewn-01615117-n,i43780,http://www.wikidata.org/entity/Q1132015
ewn-01615269-n,i43781,http://www.wikidata.org/entity/Q4583899
ewn-01615444-n,i43782,http://www.wikidata.org/entity/Q858356
ewn-01615818-n,i43784,http://www.wikidata.org/entity/Q755119
ewn-01615935-n,i43785,http://www.wikidata.org/entity/Q2092297
ewn-01616679-n,i43789,http://www.wikidata.org/entity/Q53745
ewn-01616836-n,i43790,http://www.wikidata.org/entity/Q30085
ewn-01616984-n,i43791,http://www.wikidata.org/entity/Q41181
ewn-01617197-n,i43792,http://www.wikidata.org/entity/Q374141
ewn-01617410-n,i43794,http://www.wikidata.org/entity/Q147403
ewn-01617566-n,i43795,http://www.wikidata.org/entity/Q127216
ewn-01618099-n,i43798,http://www.wikidata.org/entity/Q25438
ewn-01618727-n,i43802,http://www.wikidata.org/entity/Q25332
ewn-01618959-n,i43803,http://www.wikidata.org/entity/Q123120
ewn-01619405-n,i43805,http://www.wikidata.org/entity/Q446728
ewn-01619611-n,i43806,http://www.wikidata.org/entity/Q126630
ewn-01619736-n,i43807,http://www.wikidata.org/entity/Q177856
ewn-01620084-n,i43809,http://www.wikidata.org/entity/Q126167
ewn-01620407-n,i43811,http://www.wikidata.org/entity/Q33504
ewn-01620723-n,i43813,http://www.wikidata.org/entity/Q168677
ewn-01620861-n,i43814,http://www.wikidata.org/entity/Q2346527
ewn-01621144-n,i43816,http://www.wikidata.org/entity/Q168748
ewn-01621563-n,i43818,http://www.wikidata.org/entity/Q184858
ewn-01621793-n,i43819,http://www.wikidata.org/entity/Q859043
ewn-01621951-n,i43820,http://www.wikidata.org/entity/Q245181
ewn-01622177-n,i43821,http://www.wikidata.org/entity/Q1211606
ewn-01622316-n,i43822,http://www.wikidata.org/entity/Q170598
ewn-01622776-n,i43825,http://www.wikidata.org/entity/Q194314
ewn-01623055-n,i43827,http://www.wikidata.org/entity/Q213366
ewn-01623376-n,i43829,http://www.wikidata.org/entity/Q192705
ewn-01623768-n,i43831,http://www.wikidata.org/entity/Q241515
ewn-01624355-n,i43833,http://www.wikidata.org/entity/Q26012
ewn-01624761-n,i43835,http://www.wikidata.org/entity/Q129958
ewn-01624871-n,i43836,http://www.wikidata.org/entity/Q214293
ewn-01625124-n,i43838,http://www.wikidata.org/entity/Q81515
ewn-01625420-n,i43840,http://www.wikidata.org/entity/Q200724
ewn-01625600-n,i43841,http://www.wikidata.org/entity/Q25756
ewn-01625751-n,i43842,http://www.wikidata.org/entity/Q630457
ewn-01625925-n,i43843,http://www.wikidata.org/entity/Q832329
ewn-01626066-n,i43844,http://www.wikidata.org/entity/Q251939
ewn-01626256-n,i43845,http://www.wikidata.org/entity/Q945274
ewn-01626521-n,i43847,http://www.wikidata.org/entity/Q748921
ewn-01626756-n,i43848,http://www.wikidata.org/entity/Q171563
ewn-01626853-n,i43849,http://www.wikidata.org/entity/Q1260390
ewn-01627178-n,i43852,http://www.wikidata.org/entity/Q193192
ewn-01627348-n,i43853,http://www.wikidata.org/entity/Q648422
ewn-01627474-n,i43854,http://www.wikidata.org/entity/Q25384
ewn-01627762-n,i43856,http://www.wikidata.org/entity/Q844773
ewn-01627916-n,i43857,http://www.wikidata.org/entity/Q27112
ewn-01628058-n,i43858,http://www.wikidata.org/entity/Q375716
ewn-01628203-n,i43859,http://www.wikidata.org/entity/Q25317
ewn-01628388-n,i43860,http://www.wikidata.org/entity/Q10908
ewn-01630427-n,i43864,http://www.wikidata.org/entity/Q132802
ewn-01630972-n,i43867,http://www.wikidata.org/entity/Q131475
ewn-01631091-n,i43868,http://www.wikidata.org/entity/Q28208678
ewn-01631526-n,i43870,http://www.wikidata.org/entity/Q319469
ewn-01631734-n,i43871,http://www.wikidata.org/entity/Q62181
ewn-01631917-n,i43872,http://www.wikidata.org/entity/Q53663
ewn-01632603-n,i43874,http://www.wikidata.org/entity/Q26395
ewn-01632789-n,i43875,http://www.wikidata.org/entity/Q259425
ewn-01632925-n,i43876,http://www.wikidata.org/entity/Q10980893
ewn-01633174-n,i43877,http://www.wikidata.org/entity/Q310391
ewn-01633311-n,i43878,http://www.wikidata.org/entity/Q215247
ewn-01633436-n,i43879,http://www.wikidata.org/entity/Q1971331
ewn-01633542-n,i43880,http://www.wikidata.org/entity/Q1552306
ewn-01633676-n,i43881,http://www.wikidata.org/entity/Q1545142
ewn-01633995-n,i43883,http://www.wikidata.org/entity/Q1540596
ewn-01634153-n,i43884,http://www.wikidata.org/entity/Q1358580
ewn-01634400-n,i43886,http://www.wikidata.org/entity/Q764529
ewn-01634544-n,i43887,http://www.wikidata.org/entity/Q2513619
ewn-01634949-n,i43889,http://www.wikidata.org/entity/Q2161721
ewn-01635099-n,i43890,http://www.wikidata.org/entity/Q2108247
ewn-01635242-n,i43891,http://www.wikidata.org/entity/Q113224
ewn-01635418-n,i43892,http://www.wikidata.org/entity/Q22718
ewn-01635688-n,i43894,http://www.wikidata.org/entity/Q754032
ewn-01636047-n,i43896,http://www.wikidata.org/entity/Q369467
ewn-01636219-n,i43897,http://www.wikidata.org/entity/Q922164
ewn-01636868-n,i43901,http://www.wikidata.org/entity/Q15856
ewn-01637033-n,i43902,http://www.wikidata.org/entity/Q641652
ewn-01637163-n,i43903,http://www.wikidata.org/entity/Q604445
ewn-01637668-n,i43906,http://www.wikidata.org/entity/Q905053
ewn-01637817-n,i43907,http://www.wikidata.org/entity/Q14547873
ewn-01637984-n,i43908,http://www.wikidata.org/entity/Q1187581
ewn-01638121-n,i43909,http://www.wikidata.org/entity/Q786946
ewn-01638300-n,i43910,http://www.wikidata.org/entity/Q100340
ewn-01638993-n,i43913,http://www.wikidata.org/entity/Q1092717
ewn-01639470-n,i43916,http://www.wikidata.org/entity/Q733067
ewn-01639753-n,i43918,http://www.wikidata.org/entity/Q2698192
ewn-01639979-n,i43919,http://www.wikidata.org/entity/Q373980
ewn-01640437-n,i43922,http://www.wikidata.org/entity/Q2439281
ewn-01640835-n,i43924,http://www.wikidata.org/entity/Q308216
ewn-01640970-n,i43925,http://www.wikidata.org/entity/Q308239
ewn-01641363-n,i43928,http://www.wikidata.org/entity/Q300923
ewn-01641828-n,i43931,http://www.wikidata.org/entity/Q2103674
ewn-01642010-n,i43932,http://www.wikidata.org/entity/Q1746027
ewn-01642406-n,i43933,http://www.wikidata.org/entity/Q146375
ewn-01643024-n,i43934,http://www.wikidata.org/entity/Q6408
ewn-01643208-n,i43935,http://www.wikidata.org/entity/Q72738
ewn-01643847-n,i43937,http://www.wikidata.org/entity/Q72725
ewn-01644032-n,i43938,http://www.wikidata.org/entity/Q1819586
ewn-01644218-n,i43939,http://www.wikidata.org/entity/Q159404
ewn-01644380-n,i43940,http://www.wikidata.org/entity/Q4667968
ewn-01644571-n,i43941,http://www.wikidata.org/entity/Q59316
ewn-01644738-n,i43942,http://www.wikidata.org/entity/Q739887
ewn-01644898-n,i43943,http://www.wikidata.org/entity/Q28035920
ewn-01645032-n,i43944,http://www.wikidata.org/entity/Q4666261
ewn-01645180-n,i43945,http://www.wikidata.org/entity/Q27465
ewn-01645312-n,i43946,http://www.wikidata.org/entity/Q55475
ewn-01645733-n,i43948,http://www.wikidata.org/entity/Q223286
ewn-01646148-n,i43951,http://www.wikidata.org/entity/Q3002246
ewn-01646537-n,i43953,http://www.wikidata.org/entity/Q2136945
ewn-01647014-n,i43956,http://www.wikidata.org/entity/Q1144302
ewn-01647183-n,i43957,http://www.wikidata.org/entity/Q1155115
ewn-01647340-n,i43958,http://www.wikidata.org/entity/Q2925426
ewn-01647734-n,i43960,http://www.wikidata.org/entity/Q55477
ewn-01647919-n,i43961,http://www.wikidata.org/entity/Q1976453
ewn-01648417-n,i43964,http://www.wikidata.org/entity/Q55372
ewn-01648933-n,i43966,http://www.wikidata.org/entity/Q639022
ewn-01649029-n,i43967,http://www.wikidata.org/entity/Q321087
ewn-01649289-n,i43969,http://www.wikidata.org/entity/Q622886
ewn-01649443-n,i43970,http://www.wikidata.org/entity/Q694496
ewn-01649543-n,i43971,http://www.wikidata.org/entity/Q243242
ewn-01649674-n,i43972,http://www.wikidata.org/entity/Q2665299
ewn-01649821-n,i43973,http://www.wikidata.org/entity/Q302397
ewn-01649944-n,i43974,http://www.wikidata.org/entity/Q28032645
ewn-01650107-n,i43975,http://www.wikidata.org/entity/Q2237121
ewn-01650444-n,i43977,http://www.wikidata.org/entity/Q4747664
ewn-01650780-n,i43979,http://www.wikidata.org/entity/Q1762264
ewn-01651135-n,i43981,http://www.wikidata.org/entity/Q1515577
ewn-01651261-n,i43982,http://www.wikidata.org/entity/Q372267
ewn-01651459-n,i43983,http://www.wikidata.org/entity/Q720765
ewn-01651634-n,i43984,http://www.wikidata.org/entity/Q2317066
ewn-01652197-n,i43987,http://www.wikidata.org/entity/Q2274578
ewn-01652367-n,i43988,http://www.wikidata.org/entity/Q2274685
ewn-01652589-n,i43989,http://www.wikidata.org/entity/Q53696
ewn-01653150-n,i43991,http://www.wikidata.org/entity/Q826861
ewn-01653331-n,i43992,http://www.wikidata.org/entity/Q135015
ewn-01653542-n,i43993,http://www.wikidata.org/entity/Q2336996
ewn-01653700-n,i43994,http://www.wikidata.org/entity/Q2702096
ewn-01654128-n,i43997,http://www.wikidata.org/entity/Q481983
ewn-01654282-n,i43998,http://www.wikidata.org/entity/Q2673608
ewn-01654419-n,i43999,http://www.wikidata.org/entity/Q2166333
ewn-01654541-n,i44000,http://www.wikidata.org/entity/Q1189244
ewn-01654804-n,i44002,http://www.wikidata.org/entity/Q2198213
ewn-01655224-n,i44004,http://www.wikidata.org/entity/Q55364
ewn-01655491-n,i44005,http://www.wikidata.org/entity/Q523202
ewn-01655667-n,i44006,http://www.wikidata.org/entity/Q2720420
ewn-01655864-n,i44007,http://www.wikidata.org/entity/Q2181155
ewn-01656025-n,i44008,http://www.wikidata.org/entity/Q2272745
ewn-01656251-n,i44010,http://www.wikidata.org/entity/Q56067
ewn-01656616-n,i44012,http://www.wikidata.org/entity/Q2351631
ewn-01656724-n,i44013,http://www.wikidata.org/entity/Q220414
ewn-01657070-n,i44015,http://www.wikidata.org/entity/Q1342298
ewn-01657278-n,i44016,http://www.wikidata.org/entity/Q654718
ewn-01657598-n,i44018,http://www.wikidata.org/entity/Q28647812
ewn-01657757-n,i44019,http://www.wikidata.org/entity/Q913066
ewn-01657985-n,i44020,http://www.wikidata.org/entity/Q4758
ewn-01658218-n,i44021,http://www.wikidata.org/entity/Q753235
ewn-01658719-n,i44023,http://www.wikidata.org/entity/Q3495411
ewn-01658981-n,i44024,http://www.wikidata.org/entity/Q7460384
ewn-01659217-n,i44025,http://www.wikidata.org/entity/Q131447
ewn-01663732-n,i44029,http://www.wikidata.org/entity/Q10811
ewn-01664045-n,i44030,http://www.wikidata.org/entity/Q331974
ewn-01664459-n,i44032,http://www.wikidata.org/entity/Q134688
ewn-01664915-n,i44034,http://www.wikidata.org/entity/Q223044
ewn-01665810-n,i44037,http://www.wikidata.org/entity/Q30143
ewn-01666042-n,i44038,http://www.wikidata.org/entity/Q219329
ewn-01666423-n,i44040,http://www.wikidata.org/entity/Q199458
ewn-01666706-n,i44042,http://www.wikidata.org/entity/Q203538
ewn-01666885-n,i44043,http://www.wikidata.org/entity/Q810578
ewn-01667133-n,i44045,http://www.wikidata.org/entity/Q301089
ewn-01667315-n,i44046,http://www.wikidata.org/entity/Q282385
ewn-01667879-n,i44049,http://www.wikidata.org/entity/Q2738058
ewn-01668182-n,i44051,http://www.wikidata.org/entity/Q120043
ewn-01668402-n,i44052,http://www.wikidata.org/entity/Q650212
ewn-01668743-n,i44054,http://www.wikidata.org/entity/Q2503765
ewn-01668869-n,i44055,http://www.wikidata.org/entity/Q289435
ewn-01669226-n,i44057,http://www.wikidata.org/entity/Q457872
ewn-01669443-n,i44058,http://www.wikidata.org/entity/Q387150
ewn-01669755-n,i44060,http://www.wikidata.org/entity/Q2500468
ewn-01669943-n,i44061,http://www.wikidata.org/entity/Q2137899
ewn-01670211-n,i44063,http://www.wikidata.org/entity/Q390835
ewn-01670419-n,i44064,http://www.wikidata.org/entity/Q7703292
ewn-01670732-n,i44066,http://www.wikidata.org/entity/Q569170
ewn-01670898-n,i44067,http://www.wikidata.org/entity/Q1281025
ewn-01671077-n,i44068,http://www.wikidata.org/entity/Q1619703
ewn-01671306-n,i44069,http://www.wikidata.org/entity/Q106448853
ewn-01671533-n,i44070,http://www.wikidata.org/entity/Q1193060
ewn-01671832-n,i44072,http://www.wikidata.org/entity/Q734870
ewn-01672013-n,i44073,http://www.wikidata.org/entity/Q2302528
ewn-01672295-n,i44075,http://www.wikidata.org/entity/Q1827817
ewn-01672733-n,i44077,http://www.wikidata.org/entity/Q46360
ewn-01673019-n,i44078,http://www.wikidata.org/entity/Q662605
ewn-01673176-n,i44079,http://www.wikidata.org/entity/Q504549
ewn-01673314-n,i44080,http://www.wikidata.org/entity/Q132328
ewn-01673443-n,i44081,http://www.wikidata.org/entity/Q3981205
ewn-01673602-n,i44082,http://www.wikidata.org/entity/Q1012045
ewn-01673766-n,i44083,http://www.wikidata.org/entity/Q914338
ewn-01674120-n,i44085,http://www.wikidata.org/entity/Q914356
ewn-01674515-n,i44087,http://www.wikidata.org/entity/Q374835
ewn-01674916-n,i44089,http://www.wikidata.org/entity/Q5079121
ewn-01675073-n,i44090,http://www.wikidata.org/entity/Q650232
ewn-01675252-n,i44091,http://www.wikidata.org/entity/Q2415095
ewn-01675408-n,i44092,http://www.wikidata.org/entity/Q728299
ewn-01675591-n,i44093,http://www.wikidata.org/entity/Q131011
ewn-01675759-n,i44094,http://www.wikidata.org/entity/Q163283
ewn-01676144-n,i44096,http://www.wikidata.org/entity/Q122422
ewn-01676309-n,i44097,http://www.wikidata.org/entity/Q15879
ewn-01677491-n,i44100,http://www.wikidata.org/entity/Q15872
ewn-01677631-n,i44101,http://www.wikidata.org/entity/Q16546828
ewn-01677866-n,i44102,http://www.wikidata.org/entity/Q1394970
ewn-01678240-n,i44104,http://www.wikidata.org/entity/Q2509308
ewn-01678605-n,i44106,http://www.wikidata.org/entity/Q849482
ewn-01678754-n,i44107,http://www.wikidata.org/entity/Q581030
ewn-01678954-n,i44108,http://www.wikidata.org/entity/Q235589
ewn-01680007-n,i44111,http://www.wikidata.org/entity/Q205531
ewn-01680388-n,i44113,http://www.wikidata.org/entity/Q208796
ewn-01680684-n,i44115,http://www.wikidata.org/entity/Q912330
ewn-01680878-n,i44116,http://www.wikidata.org/entity/Q2016288
ewn-01680984-n,i44117,http://www.wikidata.org/entity/Q5314040
ewn-01681163-n,i44118,http://www.wikidata.org/entity/Q169498
ewn-01681646-n,i44121,http://www.wikidata.org/entity/Q2427811
ewn-01681819-n,i44122,http://www.wikidata.org/entity/Q2707849
ewn-01681948-n,i44123,http://www.wikidata.org/entity/Q5326493
ewn-01682135-n,i44124,http://www.wikidata.org/entity/Q2402515
ewn-01682478-n,i44126,http://www.wikidata.org/entity/Q9265753
ewn-01682603-n,i44127,http://www.wikidata.org/entity/Q2703595
ewn-01682778-n,i44128,http://www.wikidata.org/entity/Q2118277
ewn-01683296-n,i44131,http://www.wikidata.org/entity/Q3100791
ewn-01683454-n,i44132,http://www.wikidata.org/entity/Q2288496
ewn-01683624-n,i44133,http://www.wikidata.org/entity/Q943049
ewn-01683969-n,i44135,http://www.wikidata.org/entity/Q613830
ewn-01684154-n,i44136,http://www.wikidata.org/entity/Q2535475
ewn-01684294-n,i44137,http://www.wikidata.org/entity/Q3062093
ewn-01684453-n,i44138,http://www.wikidata.org/entity/Q288720
ewn-01684934-n,i44141,http://www.wikidata.org/entity/Q256400
ewn-01685229-n,i44143,http://www.wikidata.org/entity/Q311348
ewn-01685355-n,i44144,http://www.wikidata.org/entity/Q3011738
ewn-01685561-n,i44145,http://www.wikidata.org/entity/Q733407
ewn-01685677-n,i44146,http://www.wikidata.org/entity/Q26187
ewn-01685842-n,i44147,http://www.wikidata.org/entity/Q467382
ewn-01686199-n,i44149,http://www.wikidata.org/entity/Q260342
ewn-01686541-n,i44151,http://www.wikidata.org/entity/Q1758237
ewn-01686653-n,i44152,http://www.wikidata.org/entity/Q1073830
ewn-01686774-n,i44153,http://www.wikidata.org/entity/Q272206
ewn-01687076-n,i44154,http://www.wikidata.org/entity/Q992551
ewn-01687219-n,i44155,http://www.wikidata.org/entity/Q137664
ewn-01687382-n,i44156,http://www.wikidata.org/entity/Q153572
ewn-01687582-n,i44157,http://www.wikidata.org/entity/Q840980
